Week,Team,Player,Score,Position
11,Monaf,Los Angeles Chargers LAC (DEF),10,DEF
11,Ivo,Blake Grupe NO (K),0,K
11,Monaf,Wil Lutz DEN (K),6,K
11,Ivo,Brock Bowers LV (TE),20,Flex
11,Monaf,Rico Dowdle DAL (RB),3,Flex
12,Jay,Jordan Love GB (QB),16,QB
12,Doy,Geno Smith SEA (QB),13,QB
12,Jay,Brian Robinson WAS (RB),2,RB1
12,Doy,Kenneth Walker SEA (RB),9,RB1
12,Jay,Rhamondre Stevenson NE (RB),1,RB2
12,Doy,Jaylen Warren PIT (RB),11,RB2
12,Jay,CeeDee Lamb DAL (WR),6,WR1
12,Doy,Jayden Reed GB (WR),2,WR1
12,Jay,Zay Flowers BAL (WR),6,WR2
12,Doy,Jordan Addison MIN (WR),22,WR2
12,Jay,Detroit Lions DET (DEF),3,DEF
12,Doy,Denver Broncos DEN (DEF),16,DEF
12,Jay,Chase McLaughlin TB (K),1,K
12,Doy,Marco Manzo NVC (QB),0,K
12,Jay,Josh Jacobs GB (RB),28,Flex
12,Doy,Deebo Samuel SF (WR),2,Flex
12,Gaybo,Patrick Mahomes KC (QB),38,QB
12,Kenny,Jared Goff DET (QB),10,QB
12,Gaybo,Christian McCaffrey SF (RB),6,RB1
12,Kenny,Kyren Williams LAR (RB),13,RB1
12,Gaybo,Roschon Johnson CHI (RB),7,RB2
12,Kenny,David Montgomery DET (RB),12,RB2
12,Gaybo,Travis Kelce KC (TE),6,WR1
12,Kenny,Tyreek Hill MIA (WR),4,WR1
12,Gaybo,Michael Pittman IND (WR),9,WR2
12,Kenny,Jameson Williams DET (WR),6,WR2
12,Gaybo,Miami Dolphins MIA (DEF),17,DEF
12,Kenny,San Francisco 49ers SF (DEF),1,DEF
12,Gaybo,Justin Tucker BAL (K),3,K
12,Kenny,Chris Boswell PIT (K),4,K
12,Gaybo,Tyler Lockett SEA (WR),2,Flex
12,Kenny,Cade Otton TB (TE),3,Flex
12,Zeus,Kyler Murray ARI (QB),8,QB
12,Elaf,Bryce Young CAR (QB),18,QB
12,Zeus,Saquon Barkley PHI (RB),55,RB1
12,Elaf,De'Von Achane MIA (RB),18,RB1
12,Zeus,Joe Mixon HOU (RB),4,RB2
12,Elaf,Tyrone Tracy NYG (RB),6,RB2
12,Zeus,DK Metcalf SEA (WR),5,WR1
12,Elaf,Amon-Ra St. Brown DET (WR),6,WR1
12,Zeus,Josh Downs IND (WR),2,WR2
12,Elaf,Ladd McConkey LAC (WR),8,WR2
12,Zeus,Philadelphia Eagles PHI (DEF),13,DEF
12,Elaf,Jacksonville Jaguars JAX (DEF),0,DEF
12,Zeus,Marco Manzo NVC (QB),0,K
12,Elaf,Ka'imi Fairbairn HOU (K),7,K
12,Zeus,DJ Moore CHI (WR),20,Flex
12,Elaf,D'Andre Swift CHI (RB),6,Flex
12,ATL,Lamar Jackson BAL (QB),27,QB
12,Greg,Jayden Daniels WAS (QB),44,QB
12,ATL,Jahmyr Gibbs DET (RB),21,RB1
12,Greg,Derrick Henry BAL (RB),14,RB1
12,ATL,Aaron Jones MIN (RB),18,RB2
12,Greg,Chuba Hubbard CAR (RB),14,RB2
12,ATL,A.J. Brown PHI (WR),16,WR1
12,Greg,Justin Jefferson MIN (WR),2,WR1
12,ATL,Jauan Jennings SF (WR),4,WR2
12,Greg,Cooper Kupp LAR (WR),14,WR2
12,ATL,Houston Texans HOU (DEF),34,DEF
12,Greg,Tampa Bay Buccaneers TB (DEF),14,DEF
12,ATL,Jason Myers SEA (K),6,K
12,Greg,Brandon McManus GB (K),6,K
12,ATL,J.K. Dobbins LAC (RB),5,Flex
12,Greg,Malik Nabers NYG (WR),6,Flex
12,Monaf,C.J. Stroud HOU (QB),25,QB
12,Marco,Justin Herbert LAC (QB),17,QB
12,Monaf,Rico Dowdle DAL (RB),9,RB1
12,Marco,Cam Akers HOU (RB),1,RB1
12,Monaf,Blake Corum LAR (RB),0,RB2
12,Marco,James Conner ARI (RB),4,RB2
12,Monaf,Marvin Harrison ARI (WR),4,WR1
12,Marco,Jerry Jeudy CLE (WR),0,WR1
12,Monaf,Tank Dell HOU (WR),7,WR2
12,Marco,Puka Nacua LAR (WR),11,WR2
12,Monaf,Los Angeles Chargers LAC (DEF),2,DEF
12,Marco,Dallas Cowboys DAL (DEF),17,DEF
12,Monaf,Wil Lutz DEN (K),21,K
12,Marco,Brandon Aubrey DAL (K),6,K
12,Monaf,Jaxon Smith-Njigba SEA (WR),14,Flex
12,Marco,Terry McLaurin WAS (WR),16,Flex
12,Ivo,Russell Wilson PIT (QB),19,QB
12,Julio,Jalen Hurts PHI (QB),12,QB
12,Ivo,Kareem Hunt KC (RB),7,RB1
12,Julio,Jonathan Taylor IND (RB),3,RB1
12,Ivo,Bucky Irving TB (RB),20,RB2
12,Julio,Tony Pollard TEN (RB),20,RB2
12,Ivo,Nico Collins HOU (WR),15,WR1
12,Julio,Mike Evans TB (WR),6,WR1
12,Ivo,Brock Bowers LV (TE),3,WR2
12,Julio,George Pickens PIT (WR),4,WR2
12,Ivo,New York Jets NYJ (DEF),0,DEF
12,Julio,Minnesota Vikings MIN (DEF),9,DEF
12,Ivo,Blake Grupe NO (K),0,K
12,Julio,Wil Lutz DEN (K),21,K
12,Ivo,Jakobi Meyers LV (WR),12,Flex
12,Julio,Austin Ekeler WAS (RB),2,Flex
13,Jay,Jordan Love GB (QB),23,QB
13,Kenny,Jared Goff DET (QB),21,QB
13,Jay,Josh Jacobs GB (RB),17,RB1
13,Kenny,Kyren Williams LAR (RB),16,RB1
13,Jay,Rhamondre Stevenson NE (RB),9,RB2
13,Kenny,David Montgomery DET (RB),11,RB2
13,Jay,CeeDee Lamb DAL (WR),3,WR1
13,Kenny,Tyreek Hill MIA (WR),15,WR1
13,Jay,Zay Flowers BAL (WR),7,WR2
13,Kenny,Courtland Sutton DEN (WR),10,WR2
13,Jay,Detroit Lions DET (DEF),10,DEF
13,Kenny,New England Patriots NE (DEF),6,DEF
13,Jay,Chase McLaughlin TB (K),11,K
13,Kenny,Cameron Dicker LAC (K),12,K
13,Jay,Brian Robinson WAS (RB),20,Flex
13,Kenny,Nick Chubb CLE (RB),10,Flex
13,Ivo,Matthew Stafford LAR (QB),15,QB
13,Doy,Kirk Cousins ATL (QB),2,QB
13,Ivo,Chase Brown CIN (RB),16,RB1
13,Doy,Breece Hall NYJ (RB),8,RB1
13,Ivo,Bucky Irving TB (RB),24,RB2
13,Doy,Kenneth Walker SEA (RB),4,RB2
13,Ivo,Nico Collins HOU (WR),11,WR1
13,Doy,Davante Adams LV (WR),12,WR1
13,Ivo,Brock Bowers LV (TE),23,WR2
13,Doy,Jordan Addison MIN (WR),5,WR2
13,Ivo,Cincinnati Bengals CIN (DEF),13,DEF
13,Doy,Denver Broncos DEN (DEF),38,DEF
13,Ivo,Blake Grupe NO (K),12,K
13,Doy,Chris Boswell PIT (K),12,K
13,Ivo,George Kittle SF (TE),0,Flex
13,Doy,Jayden Reed GB (WR),17,Flex
13,Monaf,C.J. Stroud HOU (QB),17,QB
13,Elaf,Joe Burrow CIN (QB),28,QB
13,Monaf,Bijan Robinson ATL (RB),19,RB1
13,Elaf,De'Von Achane MIA (RB),13,RB1
13,Monaf,Rico Dowdle DAL (RB),18,RB2
13,Elaf,Tyrone Tracy NYG (RB),12,RB2
13,Monaf,Jaxon Smith-Njigba SEA (WR),7,WR1
13,Elaf,Amon-Ra St. Brown DET (WR),7,WR1
13,Monaf,Tank Dell HOU (WR),2,WR2
13,Elaf,Tee Higgins CIN (WR),12,WR2
13,Monaf,Los Angeles Chargers LAC (DEF),26,DEF
13,Elaf,Jacksonville Jaguars JAX (DEF),4,DEF
13,Monaf,Evan McPherson CIN (K),3,K
13,Elaf,Ka'imi Fairbairn HOU (K),10,K
13,Monaf,James Cook BUF (RB),23,Flex
13,Elaf,Isiah Pacheco KC (RB),4,Flex
13,Gaybo,Patrick Mahomes KC (QB),25,QB
13,Marco,Justin Herbert LAC (QB),5,QB
13,Gaybo,Christian McCaffrey SF (RB),6,RB1
13,Marco,Najee Harris PIT (RB),19,RB1
13,Gaybo,Gus Edwards LAC (RB),3,RB2
13,Marco,James Conner ARI (RB),7,RB2
13,Gaybo,Travis Kelce KC (TE),6,WR1
13,Marco,Ja'Marr Chase CIN (WR),14,WR1
13,Gaybo,Michael Pittman IND (WR),4,WR2
13,Marco,Puka Nacua LAR (WR),11,WR2
13,Gaybo,Buffalo Bills BUF (DEF),14,DEF
13,Marco,Dallas Cowboys DAL (DEF),0,DEF
13,Gaybo,Justin Tucker BAL (K),9,K
13,Marco,Brandon Aubrey DAL (K),0,K
13,Gaybo,Khalil Shakir BUF (WR),3,Flex
13,Marco,Terry McLaurin WAS (WR),14,Flex
13,Greg,Josh Allen BUF (QB),28,QB
13,Julio,Baker Mayfield TB (QB),11,QB
13,Greg,Derrick Henry BAL (RB),10,RB1
13,Julio,Jonathan Taylor IND (RB),15,RB1
13,Greg,Chuba Hubbard CAR (RB),4,RB2
13,Julio,Tony Pollard TEN (RB),6,RB2
13,Greg,Justin Jefferson MIN (WR),9,WR1
13,Julio,Mike Evans TB (WR),17,WR1
13,Greg,Cooper Kupp LAR (WR),1,WR2
13,Julio,George Pickens PIT (WR),14,WR2
13,Greg,Tampa Bay Buccaneers TB (DEF),5,DEF
13,Julio,Minnesota Vikings MIN (DEF),8,DEF
13,Greg,Brandon McManus GB (K),7,K
13,Julio,Jason Sanders MIA (K),3,K
13,Greg,Malik Nabers NYG (WR),6,Flex
13,Julio,Darnell Mooney ATL (WR),2,Flex
13,ATL,Lamar Jackson BAL (QB),30,QB
13,Zeus,Sam Darnold MIN (QB),23,QB
13,ATL,Jahmyr Gibbs DET (RB),9,RB1
13,Zeus,Saquon Barkley PHI (RB),20,RB1
13,ATL,Aaron Jones MIN (RB),8,RB2
13,Zeus,Joe Mixon HOU (RB),17,RB2
13,ATL,A.J. Brown PHI (WR),6,WR1
13,Zeus,Jaylen Waddle MIA (WR),7,WR1
13,ATL,Drake London ATL (WR),8,WR2
13,Zeus,DJ Moore CHI (WR),18,WR2
13,ATL,Kansas City Chiefs KC (DEF),9,DEF
13,Zeus,Indianapolis Colts IND (DEF),11,DEF
13,ATL,Matt Gay IND (K),1,K
13,Zeus,Younghoe Koo ATL (K),4,K
13,ATL,Calvin Ridley TEN (WR),4,Flex
13,Zeus,Alvin Kamara NO (RB),11,Flex
14,Jay,Jameis Winston CLE (QB),24,QB
14,Marco,Justin Herbert LAC (QB),0,QB
14,Jay,Tyjae Spears TEN (RB),3,RB1
14,Marco,Najee Harris PIT (RB),0,RB1
14,Jay,Josh Jacobs GB (RB),24,RB2
14,Marco,James Conner ARI (RB),18,RB2
14,Jay,CeeDee Lamb DAL (WR),16,WR1
14,Marco,Ja'Marr Chase CIN (WR),33,WR1
14,Jay,DeAndre Hopkins TEN (WR),10,WR2
14,Marco,Puka Nacua LAR (WR),29,WR2
14,Jay,Detroit Lions DET (DEF),5,DEF
14,Marco,Dallas Cowboys DAL (DEF),0,DEF
14,Jay,Chase McLaughlin TB (K),0,K
14,Marco,Brandon Aubrey DAL (K),6,K
14,Jay,Xavier Legette CAR (WR),4,Flex
14,Marco,Terry McLaurin WAS (WR),0,Flex
14,Greg,Josh Allen BUF (QB),69,QB
14,Doy,Kirk Cousins ATL (QB),10,QB
14,Greg,Chuba Hubbard CAR (RB),16,RB1
14,Doy,Zach Charbonnet SEA (RB),35,RB1
14,Greg,Javonte Williams DEN (RB),0,RB2
14,Doy,Jaylen Warren PIT (RB),6,RB2
14,Greg,Justin Jefferson MIN (WR),31,WR1
14,Doy,Jayden Reed GB (WR),0,WR1
14,Greg,Cooper Kupp LAR (WR),16,WR2
14,Doy,Davante Adams LV (WR),16,WR2
14,Greg,Tampa Bay Buccaneers TB (DEF),8,DEF
14,Doy,Pittsburgh Steelers PIT (DEF),9,DEF
14,Greg,Brandon McManus GB (K),3,K
14,Doy,Chris Boswell PIT (K),15,K
14,Greg,Keenan Allen CHI (WR),3,Flex
14,Doy,Jordan Addison MIN (WR),36,Flex
14,ATL,Aaron Rodgers NYJ (QB),20,QB
14,Monaf,Will Levis TEN (QB),3,QB
14,ATL,Jahmyr Gibbs DET (RB),13,RB1
14,Monaf,Bijan Robinson ATL (RB),19,RB1
14,ATL,Aaron Jones MIN (RB),15,RB2
14,Monaf,James Cook BUF (RB),2,RB2
14,ATL,A.J. Brown PHI (WR),4,WR1
14,Monaf,Jaxon Smith-Njigba SEA (WR),15,WR1
14,ATL,Drake London ATL (WR),7,WR2
14,Monaf,Marvin Harrison ARI (WR),4,WR2
14,ATL,Kansas City Chiefs KC (DEF),6,DEF
14,Monaf,Chicago Bears CHI (DEF),2,DEF
14,ATL,Jason Myers SEA (K),7,K
14,Monaf,Will Reichard MIN (K),0,K
14,ATL,Jauan Jennings SF (WR),22,Flex
14,Monaf,Rico Dowdle DAL (RB),14,Flex
14,Ivo,Russell Wilson PIT (QB),19,QB
14,Kenny,Jared Goff DET (QB),26,QB
14,Ivo,Chase Brown CIN (RB),18,RB1
14,Kenny,Kyren Williams LAR (RB),21,RB1
14,Ivo,Bucky Irving TB (RB),1,RB2
14,Kenny,David Montgomery DET (RB),14,RB2
14,Ivo,Jakobi Meyers LV (WR),6,WR1
14,Kenny,Tyreek Hill MIA (WR),17,WR1
14,Ivo,Brock Bowers LV (TE),4,WR2
14,Kenny,Jameson Williams DET (WR),8,WR2
14,Ivo,Cincinnati Bengals CIN (DEF),12,DEF
14,Kenny,San Francisco 49ers SF (DEF),17,DEF
14,Ivo,Blake Grupe NO (K),0,K
14,Kenny,Cameron Dicker LAC (K),3,K
14,Ivo,George Kittle SF (TE),15,Flex
14,Kenny,Nick Chubb CLE (RB),4,Flex
14,Gaybo,Tua Tagovailoa MIA (QB),29,QB
14,Elaf,Joe Burrow CIN (QB),35,QB
14,Gaybo,Gus Edwards LAC (RB),9,RB1
14,Elaf,De'Von Achane MIA (RB),12,RB1
14,Gaybo,Jamaal Williams NO (RB),1,RB2
14,Elaf,Tyrone Tracy NYG (RB),13,RB2
14,Gaybo,Travis Kelce KC (TE),4,WR1
14,Elaf,Amon-Ra St. Brown DET (WR),5,WR1
14,Gaybo,Khalil Shakir BUF (WR),21,WR2
14,Elaf,Tee Higgins CIN (WR),2,WR2
14,Gaybo,Buffalo Bills BUF (DEF),-3,DEF
14,Elaf,Jacksonville Jaguars JAX (DEF),7,DEF
14,Gaybo,Matt Prater ARI (K),0,K
14,Elaf,Ka'imi Fairbairn HOU (K),0,K
14,Gaybo,Tyler Lockett SEA (WR),0,Flex
14,Elaf,Isiah Pacheco KC (RB),5,Flex
14,Julio,Baker Mayfield TB (QB),29,QB
14,Zeus,Sam Darnold MIN (QB),55,QB
14,Julio,Tony Pollard TEN (RB),12,RB1
14,Zeus,Saquon Barkley PHI (RB),15,RB1
14,Julio,Travis Etienne JAX (RB),7,RB2
14,Zeus,Alvin Kamara NO (RB),7,RB2
14,Julio,Mike Evans TB (WR),6,WR1
14,Zeus,DK Metcalf SEA (WR),4,WR1
14,Julio,DeVonta Smith PHI (WR),9,WR2
14,Zeus,DJ Moore CHI (WR),4,WR2
14,Julio,Minnesota Vikings MIN (DEF),11,DEF
14,Zeus,Philadelphia Eagles PHI (DEF),5,DEF
14,Julio,Jason Sanders MIA (K),16,K
14,Zeus,Younghoe Koo ATL (K),2,K
14,Julio,Darnell Mooney ATL (WR),14,Flex
14,Zeus,Jaylen Waddle MIA (WR),11,Flex
