Week,Team,Player,Score,Position
1,Gaybo,Travis Kelce KC (TE),3,WR1
1,Kenny,DJ Moore CHI (WR),4,WR2
1,Gaybo,Stefon Diggs HOU (WR),15,WR2
1,Kenny,San Francisco 49ers SF (DEF),8,DEF
1,Gaybo,Miami Dolphins MIA (DEF),9,DEF
1,Kenny,Cameron Dicker LAC (K),8,K
1,Gaybo,Justin Tucker BAL (K),0,K
1,Kenny,Tank Dell HOU (WR),5,Flex
1,Gaybo,Michael Pittman IND (WR),9,Flex
1,ATL,Lamar Jackson BAL (QB),32,QB
1,Greg,Josh Allen BUF (QB),38,QB
1,ATL,Jahmyr Gibbs DET (RB),13,RB1
1,Greg,Derrick Henry BAL (RB),10,RB1
1,ATL,Aaron Jones MIN (RB),16,RB2
1,Greg,Javonte Williams DEN (RB),2,RB2
1,ATL,A.J. Brown PHI (WR),23,WR1
1,Greg,Justin Jefferson MIN (WR),11,WR1
1,ATL,Drake London ATL (WR),1,WR2
1,Greg,Cooper Kupp LAR (WR),18,WR2
1,ATL,Houston Texans HOU (DEF),7,DEF
1,Greg,Seattle Seahawks SEA (DEF),13,DEF
1,ATL,Jason Myers SEA (K),7,K
1,Greg,Greg Zuerlein NYJ (K),0,K
1,ATL,Calvin Ridley TEN (WR),5,Flex
1,Greg,Malik Nabers NYG (WR),6,Flex
2,ATL,Lamar Jackson BAL (QB),15,QB
2,Zeus,Kyler Murray ARI (QB),42,QB
2,ATL,Jahmyr Gibbs DET (RB),11,RB1
2,Zeus,Saquon Barkley PHI (RB),14,RB1
2,ATL,J.K. Dobbins LAC (RB),23,RB2
2,Zeus,Joe Mixon HOU (RB),4,RB2
2,ATL,Drake London ATL (WR),11,WR1
2,Zeus,Jaylen Waddle MIA (WR),4,WR1
2,ATL,Calvin Ridley TEN (WR),25,WR2
2,Zeus,DK Metcalf SEA (WR),23,WR2
2,ATL,Houston Texans HOU (DEF),20,DEF
2,Zeus,Indianapolis Colts IND (DEF),3,DEF
2,ATL,Jason Myers SEA (K),9,K
2,Zeus,Younghoe Koo ATL (K),7,K
2,ATL,Aaron Jones MIN (RB),6,Flex
2,Zeus,Alvin Kamara NO (RB),47,Flex
2,Doy,Kirk Cousins ATL (QB),25,QB
2,Ivo,Dak Prescott DAL (QB),20,QB
2,Doy,Breece Hall NYJ (RB),19,RB1
2,Ivo,Travis Etienne JAX (RB),11,RB1
2,Doy,Zach Charbonnet SEA (RB),12,RB2
2,Ivo,De'Von Achane MIA (RB),21,RB2
2,Doy,Deebo Samuel SF (WR),11,WR1
2,Ivo,Nico Collins HOU (WR),21,WR1
2,Doy,Davante Adams LV (WR),17,WR2
2,Ivo,Brandin Cooks DAL (WR),1,WR2
2,Doy,Pittsburgh Steelers PIT (DEF),13,DEF
2,Ivo,New York Jets NYJ (DEF),8,DEF
2,Doy,Tyler Bass BUF (K),3,K
2,Ivo,Jake Moody SF (K),3,K
2,Doy,Amari Cooper CLE (WR),1,Flex
2,Ivo,George Kittle SF (TE),13,Flex
2,Julio,Jalen Hurts PHI (QB),20,QB
2,Greg,Josh Allen BUF (QB),10,QB
2,Julio,Jonathan Taylor IND (RB),13,RB1
2,Greg,Derrick Henry BAL (RB),15,RB1
2,Julio,Rachaad White TB (RB),1,RB2
2,Greg,Devin Singletary NYG (RB),15,RB2
2,Julio,Mike Evans TB (WR),4,WR1
2,Greg,Justin Jefferson MIN (WR),28,WR1
2,Julio,DeVonta Smith PHI (WR),13,WR2
2,Greg,Cooper Kupp LAR (WR),3,WR2
2,Julio,Baltimore Ravens BAL (DEF),13,DEF
2,Greg,Seattle Seahawks SEA (DEF),6,DEF
2,Julio,Evan McPherson CIN (K),13,K
2,Greg,Greg Zuerlein NYJ (K),3,K
2,Julio,George Pickens PIT (WR),2,Flex
2,Greg,Malik Nabers NYG (WR),18,Flex
2,Marco,Justin Herbert LAC (QB),15,QB
2,Gaybo,Patrick Mahomes KC (QB),17,QB
2,Marco,James Conner ARI (RB),18,RB1
2,Gaybo,Jordan Mason SF (RB),17,RB1
2,Marco,Najee Harris PIT (RB),6,RB2
2,Gaybo,Gus Edwards LAC (RB),5,RB2
2,Marco,Ja'Marr Chase CIN (WR),3,WR1
2,Gaybo,Stefon Diggs HOU (WR),3,WR1
2,Marco,Garrett Wilson NYJ (WR),5,WR2
2,Gaybo,Michael Pittman IND (WR),2,WR2
2,Marco,Dallas Cowboys DAL (DEF),0,DEF
2,Gaybo,Buffalo Bills BUF (DEF),25,DEF
2,Marco,Brandon Aubrey DAL (K),15,K
2,Gaybo,Justin Tucker BAL (K),9,K
2,Marco,Sam LaPorta DET (TE),1,Flex
2,Gaybo,Travis Kelce KC (TE),0,Flex
2,Elaf,Joe Burrow CIN (QB),22,QB
2,Monaf,Anthony Richardson IND (QB),13,QB
2,Elaf,Isiah Pacheco KC (RB),11,RB1
2,Monaf,Bijan Robinson ATL (RB),11,RB1
2,Elaf,Jerome Ford CLE (RB),6,RB2
2,Monaf,James Cook BUF (RB),31,RB2
2,Elaf,Amon-Ra St. Brown DET (WR),11,WR1
2,Monaf,Marvin Harrison ARI (WR),33,WR1
2,Elaf,Rashee Rice KC (WR),17,WR2
2,Monaf,Jameson Williams DET (WR),8,WR2
2,Elaf,Jacksonville Jaguars JAX (DEF),4,DEF
2,Monaf,Chicago Bears CHI (DEF),9,DEF
2,Elaf,Ka'imi Fairbairn HOU (K),21,K
2,Monaf,Will Reichard MIN (K),5,K
2,Elaf,D'Andre Swift CHI (RB),3,Flex
2,Monaf,David Montgomery DET (RB),12,Flex
2,Kenny,C.J. Stroud HOU (QB),18,QB
2,Jay,Brock Purdy SF (QB),17,QB
2,Kenny,Kyren Williams LAR (RB),10,RB1
2,Jay,Josh Jacobs GB (RB),15,RB1
2,Kenny,Tony Pollard TEN (RB),10,RB2
2,Jay,Rhamondre Stevenson NE (RB),15,RB2
2,Kenny,Tyreek Hill MIA (WR),3,WR1
2,Jay,CeeDee Lamb DAL (WR),21,WR1
2,Kenny,Tank Dell HOU (WR),1,WR2
2,Jay,Zay Flowers BAL (WR),15,WR2
2,Kenny,San Francisco 49ers SF (DEF),14,DEF
2,Jay,Detroit Lions DET (DEF),13,DEF
2,Kenny,Cameron Dicker LAC (K),6,K
2,Jay,Jake Elliott PHI (K),2,K
2,Kenny,DJ Moore CHI (WR),5,Flex
2,Jay,Brian Robinson WAS (RB),13,Flex
3,Jay,Brock Purdy SF (QB),37,QB
3,Marco,Justin Herbert LAC (QB),11,QB
3,Jay,Josh Jacobs GB (RB),4,RB1
3,Marco,James Conner ARI (RB),1,RB1
3,Jay,Rhamondre Stevenson NE (RB),2,RB2
3,Marco,Najee Harris PIT (RB),8,RB2
3,Jay,CeeDee Lamb DAL (WR),7,WR1
3,Marco,Ja'Marr Chase CIN (WR),30,WR1
3,Jay,Chris Olave NO (WR),15,WR2
3,Marco,Garrett Wilson NYJ (WR),9,WR2
3,Jay,Green Bay Packers GB (DEF),34,DEF
3,Marco,Dallas Cowboys DAL (DEF),0,DEF
3,Jay,Chase McLaughlin TB (K),0,K
3,Marco,Brandon Aubrey DAL (K),12,K
3,Jay,Brian Robinson WAS (RB),9,Flex
3,Marco,Sam LaPorta DET (TE),3,Flex
3,Doy,Derek Carr NO (QB),7,QB
3,Greg,Josh Allen BUF (QB),43,QB
3,Doy,Breece Hall NYJ (RB),13,RB1
3,Greg,Derrick Henry BAL (RB),31,RB1
3,Doy,Zach Charbonnet SEA (RB),23,RB2
3,Greg,Devin Singletary NYG (RB),16,RB2
3,Doy,Davante Adams LV (WR),4,WR1
3,Greg,Justin Jefferson MIN (WR),14,WR1
3,Doy,Amari Cooper CLE (WR),22,WR2
3,Greg,Malik Nabers NYG (WR),19,WR2
3,Doy,Pittsburgh Steelers PIT (DEF),16,DEF
3,Greg,Tampa Bay Buccaneers TB (DEF),3,DEF
3,Doy,Tyler Bass BUF (K),4,K
3,Greg,Jake Bates DET (K),0,K
3,Doy,Jaylen Warren PIT (RB),0,Flex
3,Greg,Javonte Williams DEN (RB),3,Flex
3,Kenny,C.J. Stroud HOU (QB),12,QB
3,Ivo,Dak Prescott DAL (QB),33,QB
3,Kenny,Kyren Williams LAR (RB),29,RB1
3,Ivo,De'Von Achane MIA (RB),5,RB1
3,Kenny,Tony Pollard TEN (RB),2,RB2
3,Ivo,Travis Etienne JAX (RB),7,RB2
3,Kenny,Tyreek Hill MIA (WR),4,WR1
3,Ivo,Nico Collins HOU (WR),8,WR1
3,Kenny,Rashid Shaheed NO (WR),0,WR2
3,Ivo,Brock Bowers LV (TE),4,WR2
3,Kenny,San Francisco 49ers SF (DEF),6,DEF
3,Ivo,New York Jets NYJ (DEF),24,DEF
3,Kenny,Cameron Dicker LAC (K),1,K
3,Ivo,Jake Moody SF (K),1,K
3,Kenny,Tank Dell HOU (WR),6,Flex
3,Ivo,Jakobi Meyers LV (WR),15,Flex
3,Elaf,Joe Burrow CIN (QB),38,QB
3,Gaybo,Patrick Mahomes KC (QB),21,QB
3,Elaf,Jerome Ford CLE (RB),6,RB1
3,Gaybo,Jordan Mason SF (RB),8,RB1
3,Elaf,D'Andre Swift CHI (RB),4,RB2
3,Gaybo,Gus Edwards LAC (RB),0,RB2
3,Elaf,Amon-Ra St. Brown DET (WR),13,WR1
3,Gaybo,Stefon Diggs HOU (WR),9,WR1
3,Elaf,Rashee Rice KC (WR),18,WR2
3,Gaybo,Khalil Shakir BUF (WR),15,WR2
3,Elaf,Jacksonville Jaguars JAX (DEF),-5,DEF
3,Gaybo,Buffalo Bills BUF (DEF),19,DEF
3,Elaf,Ka'imi Fairbairn HOU (K),0,K
3,Gaybo,Justin Tucker BAL (K),0,K
3,Elaf,Tee Higgins CIN (WR),3,Flex
3,Gaybo,Travis Kelce KC (TE),3,Flex
3,Julio,Jalen Hurts PHI (QB),12,QB
3,Zeus,Kyler Murray ARI (QB),17,QB
3,Julio,Jonathan Taylor IND (RB),27,RB1
3,Zeus,Alvin Kamara NO (RB),12,RB1
3,Julio,Rachaad White TB (RB),2,RB2
3,Zeus,Saquon Barkley PHI (RB),35,RB2
3,Julio,Mike Evans TB (WR),1,WR1
3,Zeus,Chris Godwin TB (WR),11,WR1
3,Julio,DeVonta Smith PHI (WR),7,WR2
3,Zeus,DK Metcalf SEA (WR),23,WR2
3,Julio,Cleveland Browns CLE (DEF),10,DEF
3,Zeus,Indianapolis Colts IND (DEF),17,DEF
3,Julio,Daniel Carlson LV (K),0,K
3,Zeus,Younghoe Koo ATL (K),6,K
3,Julio,George Pickens PIT (WR),5,Flex
3,Zeus,Diontae Johnson CAR (WR),18,Flex
3,ATL,Lamar Jackson BAL (QB),24,QB
3,Monaf,Anthony Richardson IND (QB),1,QB
3,ATL,Jahmyr Gibbs DET (RB),18,RB1
3,Monaf,Bijan Robinson ATL (RB),11,RB1
3,ATL,J.K. Dobbins LAC (RB),5,RB2
3,Monaf,James Cook BUF (RB),13,RB2
3,ATL,Drake London ATL (WR),13,WR1
3,Monaf,Brandon Aiyuk SF (WR),4,WR1
3,ATL,Calvin Ridley TEN (WR),0,WR2
3,Monaf,Marvin Harrison ARI (WR),13,WR2
3,ATL,Houston Texans HOU (DEF),8,DEF
3,Monaf,Chicago Bears CHI (DEF),8,DEF
3,ATL,Jason Myers SEA (K),6,K
3,Monaf,Will Reichard MIN (K),9,K
3,ATL,Aaron Jones MIN (RB),20,Flex
3,Monaf,David Montgomery DET (RB),17,Flex
4,Elaf,Joe Burrow CIN (QB),25,QB
4,Jay,Brock Purdy SF (QB),16,QB
4,Elaf,Jerome Ford CLE (RB),7,RB1
4,Jay,Josh Jacobs GB (RB),7,RB1
4,Elaf,D'Andre Swift CHI (RB),25,RB2
4,Jay,Brian Robinson WAS (RB),17,RB2
4,Elaf,Amon-Ra St. Brown DET (WR),16,WR1
4,Jay,CeeDee Lamb DAL (WR),20,WR1
4,Elaf,Rashee Rice KC (WR),0,WR2
4,Jay,Chris Olave NO (WR),8,WR2
4,Elaf,Jacksonville Jaguars JAX (DEF),7,DEF
4,Jay,Detroit Lions DET (DEF),12,DEF
4,Elaf,Ka'imi Fairbairn HOU (K),3,K
4,Jay,Chase McLaughlin TB (K),7,K
4,Elaf,Tee Higgins CIN (WR),6,Flex
4,Jay,Zay Flowers BAL (WR),1,Flex
4,Marco,Caleb Williams CHI (QB),10,QB
4,Ivo,Dak Prescott DAL (QB),27,QB
4,Marco,James Conner ARI (RB),16,RB1
4,Ivo,De'Von Achane MIA (RB),2,RB1
4,Marco,Najee Harris PIT (RB),6,RB2
4,Ivo,Travis Etienne JAX (RB),6,RB2
4,Marco,Ja'Marr Chase CIN (WR),20,WR1
4,Ivo,Nico Collins HOU (WR),21,WR1
4,Marco,Garrett Wilson NYJ (WR),4,WR2
4,Ivo,Brock Bowers LV (TE),2,WR2
4,Marco,Dallas Cowboys DAL (DEF),5,DEF
4,Ivo,New York Jets NYJ (DEF),9,DEF
4,Marco,Brandon Aubrey DAL (K),9,K
4,Ivo,Jake Moody SF (K),5,K
4,Marco,Terry McLaurin WAS (WR),12,Flex
4,Ivo,Jakobi Meyers LV (WR),4,Flex
4,Julio,Baker Mayfield TB (QB),34,QB
4,Monaf,C.J. Stroud HOU (QB),27,QB
4,Julio,Jonathan Taylor IND (RB),16,RB1
4,Monaf,Bijan Robinson ATL (RB),6,RB1
4,Julio,Rachaad White TB (RB),7,RB2
4,Monaf,James Cook BUF (RB),3,RB2
4,Julio,Mike Evans TB (WR),15,WR1
4,Monaf,Marvin Harrison ARI (WR),10,WR1
4,Julio,George Pickens PIT (WR),11,WR2
4,Monaf,DJ Moore CHI (WR),8,WR2
4,Julio,Cleveland Browns CLE (DEF),15,DEF
4,Monaf,Chicago Bears CHI (DEF),12,DEF
4,Julio,Evan McPherson CIN (K),9,K
4,Monaf,Will Reichard MIN (K),3,K
4,Julio,DeAndre Hopkins TEN (WR),3,Flex
4,Monaf,Jaxon Smith-Njigba SEA (WR),5,Flex
4,Kenny,Jared Goff DET (QB),36,QB
4,Greg,Josh Allen BUF (QB),5,QB
4,Kenny,Kyren Williams LAR (RB),16,RB1
4,Greg,Derrick Henry BAL (RB),39,RB1
4,Kenny,David Montgomery DET (RB),14,RB2
4,Greg,Devin Singletary NYG (RB),3,RB2
4,Kenny,Tyreek Hill MIA (WR),3,WR1
4,Greg,Justin Jefferson MIN (WR),15,WR1
4,Kenny,Jameson Williams DET (WR),21,WR2
4,Greg,Malik Nabers NYG (WR),11,WR2
4,Kenny,San Francisco 49ers SF (DEF),31,DEF
4,Greg,New Orleans Saints NO (DEF),5,DEF
4,Kenny,Cameron Dicker LAC (K),6,K
4,Greg,Greg Zuerlein NYJ (K),7,K
4,Kenny,Dallas Goedert PHI (TE),6,Flex
4,Greg,Chuba Hubbard CAR (RB),17,Flex
4,ATL,Lamar Jackson BAL (QB),27,QB
4,Gaybo,Patrick Mahomes KC (QB),18,QB
4,ATL,Jahmyr Gibbs DET (RB),19,RB1
4,Gaybo,Jordan Mason SF (RB),21,RB1
4,ATL,Aaron Jones MIN (RB),13,RB2
4,Gaybo,Gus Edwards LAC (RB),1,RB2
4,ATL,Drake London ATL (WR),6,WR1
4,Gaybo,Stefon Diggs HOU (WR),12,WR1
4,ATL,Brian Thomas JAX (WR),15,WR2
4,Gaybo,Khalil Shakir BUF (WR),6,WR2
4,ATL,Kansas City Chiefs KC (DEF),7,DEF
4,Gaybo,Miami Dolphins MIA (DEF),5,DEF
4,ATL,Jason Myers SEA (K),0,K
4,Gaybo,Justin Tucker BAL (K),0,K
4,ATL,J.K. Dobbins LAC (RB),6,Flex
4,Gaybo,Travis Kelce KC (TE),8,Flex
4,Doy,Geno Smith SEA (QB),22,QB
4,Zeus,Kyler Murray ARI (QB),9,QB
4,Doy,Breece Hall NYJ (RB),1,RB1
4,Zeus,Saquon Barkley PHI (RB),11,RB1
4,Doy,Kenneth Walker SEA (RB),31,RB2
4,Zeus,Alvin Kamara NO (RB),17,RB2
4,Doy,Deebo Samuel SF (WR),5,WR1
4,Zeus,DK Metcalf SEA (WR),10,WR1
4,Doy,Amari Cooper CLE (WR),3,WR2
4,Zeus,Chris Godwin TB (WR),6,WR2
4,Doy,Pittsburgh Steelers PIT (DEF),4,DEF
4,Zeus,Indianapolis Colts IND (DEF),14,DEF
4,Doy,Tyler Bass BUF (K),6,K
4,Zeus,Younghoe Koo ATL (K),24,K
4,Doy,Jayden Reed GB (WR),20,Flex
4,Zeus,Diontae Johnson CAR (WR),16,Flex
5,Marco,Caleb Williams CHI (QB),34,QB
5,Greg,Josh Allen BUF (QB),28,QB
5,Marco,James Conner ARI (RB),9,RB1
5,Greg,Derrick Henry BAL (RB),15,RB1
5,Marco,Najee Harris PIT (RB),7,RB2
5,Greg,Chuba Hubbard CAR (RB),18,RB2
5,Marco,Ja'Marr Chase CIN (WR),42,WR1
5,Greg,Justin Jefferson MIN (WR),9,WR1
5,Marco,Garrett Wilson NYJ (WR),16,WR2
5,Greg,Dalton Kincaid BUF (TE),3,WR2
5,Marco,Dallas Cowboys DAL (DEF),6,DEF
5,Greg,Seattle Seahawks SEA (DEF),18,DEF
5,Marco,Brandon Aubrey DAL (K),9,K
5,Greg,Greg Zuerlein NYJ (K),3,K
5,Marco,Terry McLaurin WAS (WR),11,Flex
5,Greg,Javonte Williams DEN (RB),11,Flex
5,Monaf,C.J. Stroud HOU (QB),25,QB
5,Doy,Geno Smith SEA (QB),24,QB
5,Monaf,Bijan Robinson ATL (RB),7,RB1
5,Doy,Breece Hall NYJ (RB),3,RB1
5,Monaf,James Cook BUF (RB),15,RB2
5,Doy,Kenneth Walker SEA (RB),6,RB2
5,Monaf,Marvin Harrison ARI (WR),3,WR1
5,Doy,Jayden Reed GB (WR),8,WR1
5,Monaf,DJ Moore CHI (WR),28,WR2
5,Doy,Deebo Samuel SF (WR),1,WR2
5,Monaf,Chicago Bears CHI (DEF),20,DEF
5,Doy,Denver Broncos DEN (DEF),31,DEF
5,Monaf,Will Reichard MIN (K),15,K
5,Doy,Tyler Bass BUF (K),3,K
5,Monaf,Brandon Aiyuk SF (WR),14,Flex
5,Doy,Amari Cooper CLE (WR),6,Flex
5,Kenny,Brock Purdy SF (QB),14,QB
5,Zeus,Kyler Murray ARI (QB),28,QB
5,Kenny,Kyren Williams LAR (RB),16,RB1
5,Zeus,Alvin Kamara NO (RB),6,RB1
5,Kenny,Zack Moss CIN (RB),4,RB2
5,Zeus,Trey Sermon IND (RB),11,RB2
5,Kenny,Tyreek Hill MIA (WR),6,WR1
5,Zeus,DK Metcalf SEA (WR),5,WR1
5,Kenny,Rashid Shaheed NO (WR),18,WR2
5,Zeus,Chris Godwin TB (WR),6,WR2
5,Kenny,San Francisco 49ers SF (DEF),17,DEF
5,Zeus,Indianapolis Colts IND (DEF),3,DEF
5,Kenny,Chris Boswell PIT (K),3,K
5,Zeus,Younghoe Koo ATL (K),15,K
5,Kenny,Alexander Mattison LV (RB),8,Flex
5,Zeus,Diontae Johnson CAR (WR),2,Flex
5,Julio,Baker Mayfield TB (QB),27,QB
5,Gaybo,Patrick Mahomes KC (QB),13,QB
5,Julio,Austin Ekeler WAS (RB),9,RB1
5,Gaybo,Jordan Mason SF (RB),8,RB1
5,Julio,Rachaad White TB (RB),7,RB2
5,Gaybo,Raheem Mostert MIA (RB),9,RB2
5,Julio,Mike Evans TB (WR),20,WR1
5,Gaybo,Stefon Diggs HOU (WR),8,WR1
5,Julio,George Pickens PIT (WR),2,WR2
5,Gaybo,Travis Kelce KC (TE),7,WR2
5,Julio,Minnesota Vikings MIN (DEF),27,DEF
5,Gaybo,Miami Dolphins MIA (DEF),7,DEF
5,Julio,Jason Sanders MIA (K),12,K
5,Gaybo,Justin Tucker BAL (K),7,K
5,Julio,Tank Bigsby JAX (RB),30,Flex
5,Gaybo,Michael Pittman IND (WR),9,Flex
5,Elaf,Joe Burrow CIN (QB),55,QB
5,Ivo,Dak Prescott DAL (QB),25,QB
5,Elaf,Jerome Ford CLE (RB),4,RB1
5,Ivo,De'Von Achane MIA (RB),1,RB1
5,Elaf,D'Andre Swift CHI (RB),17,RB2
5,Ivo,Travis Etienne JAX (RB),5,RB2
5,Elaf,Tee Higgins CIN (WR),21,WR1
5,Ivo,Nico Collins HOU (WR),19,WR1
5,Elaf,Dontayvion Wicks GB (WR),2,WR2
5,Ivo,Tre Tucker LV (WR),1,WR2
5,Elaf,Jacksonville Jaguars JAX (DEF),11,DEF
5,Ivo,New York Jets NYJ (DEF),14,DEF
5,Elaf,Ka'imi Fairbairn HOU (K),21,K
5,Ivo,Jake Moody SF (K),2,K
5,Elaf,Kareem Hunt KC (RB),17,Flex
5,Ivo,Brock Bowers LV (TE),20,Flex
5,ATL,Lamar Jackson BAL (QB),44,QB
5,Jay,Jordan Love GB (QB),25,QB
5,ATL,Aaron Jones MIN (RB),4,RB1
5,Jay,Josh Jacobs GB (RB),15,RB1
5,ATL,Jonathon Brooks CAR (RB),0,RB2
5,Jay,Brian Robinson WAS (RB),13,RB2
5,ATL,Drake London ATL (WR),22,WR1
5,Jay,CeeDee Lamb DAL (WR),6,WR1
5,ATL,Brian Thomas JAX (WR),26,WR2
5,Jay,Chris Olave NO (WR),1,WR2
5,ATL,Kansas City Chiefs KC (DEF),5,DEF
5,Jay,Green Bay Packers GB (DEF),12,DEF
5,ATL,Jason Myers SEA (K),6,K
5,Jay,Chase McLaughlin TB (K),15,K
5,ATL,Mike Williams NYJ (WR),2,Flex
5,Jay,Rhamondre Stevenson NE (RB),17,Flex
6,Elaf,Joe Burrow CIN (QB),26,QB
6,Julio,Jalen Hurts PHI (QB),31,QB
6,Elaf,D'Andre Swift CHI (RB),17,RB1
6,Julio,Tank Bigsby JAX (RB),2,RB1
6,Elaf,Bucky Irving TB (RB),16,RB2
6,Julio,Austin Ekeler WAS (RB),6,RB2
6,Elaf,Amon-Ra St. Brown DET (WR),9,WR1
6,Julio,Mike Evans TB (WR),3,WR1
6,Elaf,Tee Higgins CIN (WR),7,WR2
6,Julio,DeVonta Smith PHI (WR),16,WR2
6,Elaf,Jacksonville Jaguars JAX (DEF),8,DEF
6,Julio,Baltimore Ravens BAL (DEF),6,DEF
6,Elaf,Ka'imi Fairbairn HOU (K),6,K
6,Julio,Daniel Carlson LV (K),0,K
6,Elaf,Tyrone Tracy NYG (RB),16,Flex
6,Julio,Darnell Mooney ATL (WR),3,Flex
6,Marco,Marco Manzo NVC (QB),0,QB
6,Kenny,Jared Goff DET (QB),39,QB
6,Marco,Marco Manzo NVC (QB),0,RB1
6,Kenny,David Montgomery DET (RB),21,RB1
6,Marco,Marco Manzo NVC (QB),0,RB2
6,Kenny,Zack Moss CIN (RB),1,RB2
6,Marco,Marco Manzo NVC (QB),0,WR1
6,Kenny,Jameson Williams DET (WR),17,WR1
6,Marco,Marco Manzo NVC (QB),0,WR2
6,Kenny,Rashid Shaheed NO (WR),1,WR2
6,Marco,Marco Manzo NVC (QB),0,DEF
6,Kenny,San Francisco 49ers SF (DEF),7,DEF
6,Marco,Marco Manzo NVC (QB),0,K
6,Kenny,Chris Boswell PIT (K),15,K
6,Marco,Marco Manzo NVC (QB),0,Flex
6,Kenny,Dallas Goedert PHI (TE),0,Flex
6,Greg,Josh Allen BUF (QB),29,QB
6,Ivo,Dak Prescott DAL (QB),-1,QB
6,Greg,Derrick Henry BAL (RB),25,RB1
6,Ivo,Chase Brown CIN (RB),15,RB1
6,Greg,Chuba Hubbard CAR (RB),10,RB2
6,Ivo,Travis Etienne JAX (RB),0,RB2
6,Greg,Keenan Allen CHI (WR),16,WR1
6,Ivo,George Kittle SF (TE),18,WR1
6,Greg,Dalton Kincaid BUF (TE),5,WR2
6,Ivo,Tre Tucker LV (WR),0,WR2
6,Greg,Tampa Bay Buccaneers TB (DEF),30,DEF
6,Ivo,New York Jets NYJ (DEF),4,DEF
6,Greg,Greg Zuerlein NYJ (K),4,K
6,Ivo,Blake Grupe NO (K),4,K
